Name;Index;Count;TotalTrades;BasePrice;DailyVolume
Elixir of Frenzy;672;0;48042993;233;45,418
Elixir of Fury;704;18911;27395617;39,3;17,53
Elixir of Hemostasis;730;1107;244765;1,25;230
Elixir of Human Hunt;670;7025;10910036;13;14,44
Elixir of Improved Mastery;1158;0;147732;615;116
Elixir of Indignation;799;4272;281076;1,670,000;2,006
Elixir of Infinite Skill;1154;2846;66185;280;176
Elixir of Intrepid Swiftness;691;3382;2926439;118;1,556
Elixir of Labor;1156;5926;2300519;23,4;4,759
Elixir of Lethal Assassin;697;15674;1346741;407;1,303
Elixir of Lethal Destruction;1181;0;8624;72,5;79
Elixir of Life;708;6643;6187605;61;7,523
Elixir of Mastery;1155;1130;1298260;75,5;929
Elixir of Mentality;710;8019;687889;14,1;836
Elixir of Overwhelming Endurance;723;847;347456;121;474
Elixir of Perfect Human Hunt;671;4804;1891205;75,5;2,537
Elixir of Perforation;680;26513;12151884;105;14,956
Elixir of Persistence;1184;8090;92167;58,5;849
Elixir of Raw Brawn;1189;0;5254;68;71
Elixir of Regeneration;6395;400;141494;17,700,000;74
Elixir of Remarkable Will;703;0;5464271;110;9,932
Elixir of Resistance;706;12320;1977525;16,6;4,548
Elixir of Rough Labor;1159;0;235860;268;375
Elixir of Seal;694;8838;3392983;7,15;1,415
Elixir of Sharp Detection;699;0;363818;1,310,000;1,466
Elixir of Sharp Resistance;707;1178;283710;46;925
Elixir of Sharp Thorn;667;0;69724;154;1
Elixir of Shock;762;40097;30985036;73;26,348
Elixir of Skill;1152;933;562508;66,5;876
Elixir of Sky;720;5000;2032874;135;3,766
Elixir of Spells;692;35666;52417982;25,3;27,092
Elixir of Steel Defense;717;0;1072402;148;636
Elixir of Strong Draining;677;16606;2643667;206;2,46
Elixir of Strong Life;709;0;2032716;152;1,393
Elixir of Strong Shock;763;0;4775970;208;3,489
Elixir of Swiftness;690;32901;11479643;36,6;8,644
Elixir of Thorn;666;0;271054;89,5;0
Elixir of Time;749;24447;20920250;33,8;12,295
Elixir of Training;753;208;8532940;17,2;3,175
Elixir of Will;702;0;17906204;5,4;32,034
Elixir of Wind;688;14739;4068150;40,4;5,395
Elixir of Wings;684;2415;6457032;24;1,985
Elsh Amulet;10403;1;50854;72;5
Elsh Axe;10603;5;20727;72;1
Elsh Battle Axe;690506;46;27182;72;5
Elsh Blade;13303;20;57617;72;4
Elsh Crescent Pendulum;13403;16;43909;72;5
Elsh Crossbow;13703;15;28486;72;2
Elsh Florang;718503;9;29923;72;7
Elsh Gauntlet;11203;13;72767;72;4
Elsh Kriegsmesser;11353;15;72418;72;3
Elsh Kyve;732253;25;11085;72;4
Elsh Longbow;10203;5;34564;72;2
Elsh Longsword;10003;1;57339;72;4
Elsh Morning Star;730504;39;4950;72;3
Elsh Serenaca;733003;5;2482;72;5
Elsh Shamshir;692004;20;4813;72;3
Elsh Shortsword;13203;3;83733;72;4
Elsh Slayer;735403;4;881;72;10
Elsh Staff;14403;11;69502;72;5
Emerald;4460;3151;2702861;79,5;1,599
Emerald Gourd-Shaped Bottle;24208;0;2833;2,950,000;1
Emerald Necklace;11716;2;1056;40,2;1
Emerald Necklace of Tranquility;11720;3;10348;3,890,000;1
Emergency Ship Repair Kit;4700;50;3540009;74,5;2,104
Emperor Mushroom;5413;109403;85963679;650;45,196
Emperor Mushroom Hypha;6913;160;25354;3,77;3
Empty Crystal;4903;32;59621;860;7
Energy Potion (Extra Large);589;27913;8543973;4,990,000;5,451
Energy Potion (Large);588;117;455938;3,000,000;121
Energy Potion (Medium);587;845;442925;1,260,000;125
Energy Potion (Small);586;54;596358;515;135
Enhanced Flax Fabric;5860;4618;7903546;51;4,159
Enlightened One's Cotton Fabric;5870;15;40010;3,070,000;38
Enneadread Crimson Glaives;550503;4;82490;107;4
Epheria Fishing Rod;16163;30;833944;1,220,000;76
Epheria Frigate: Black Breeze Sail;49725;0;924;126,000,000;1
Epheria Frigate: Dragon Figurehead;49722;0;1259;101,000,000;1
Epheria Frigate: Enhanced Black Plating;49723;0;1553;147,000,000;0
Epheria Frigate: Nor'easter Sail;49733;0;3698;252,000,000;1
Epheria Frigate: Ocean Dragon Figurehead;49730;0;5231;201,000,000;2
Epheria Frigate: Serena Cannon;49732;0;1697;136,000,000;1
Epheria Frigate: Streamlined Black Plating;49731;48;5992;290,000,000;4
Epheria Frigate: Zafina Cannon;49724;0;4051;147,000,000;1
Epheria Sailboat: Black Breeze Sail;49716;0;7116;168,000,000;1
Epheria Sailboat: Blue Wind Sail;49729;0;610;84,000,000;1
Epheria Sailboat: Dragon Figurehead;49713;0;11095;134,000,000;2
Epheria Sailboat: Elena Cannon;49715;0;17982;168,000,000;5
Epheria Sailboat: Elise Cannon;49728;0;2210;112,000,000;1
Epheria Sailboat: Enhanced Black Plating;49714;21;15779;301,000,000;4
Epheria Sailboat: Lightweight Black Plating;49727;0;747;82,000,000;1
Epheria Sailboat: Sea Dragon Figurehead;49726;0;1054;67,000,000;1
Essence of Abundance;5204;5902;1923385;329;1,797
Essence of Crimson Flame;5202;0;1036539;320;884
Essence of Destruction;5216;19539;985444;39,6;649
Essence of Enchantment;5210;3703;2090576;245;1,259
Essence of Liquor;9057;155210;2105058054;635;1,504,508
Essence of Magic Power;5212;0;269410;63,5;503
Essence of Nature;5206;500;332312;324;638
Essence of Perfection;5214;3441;884067;45,2;1,323
Essence of the Sun;5208;2603;1280949;267;1,31
Estique Kunai;14504;37;1097059;38,2;27
Estique Shuriken;14604;33;1130684;38,2;35
Ethereal Earring;11856;56;72275;48,600,000;120
Everfrost Bench;24503;0;219;5,250,000;2
Everfrost High-quality Bedside Table;24506;0;25;2,460,000;1
Everfrost High-quality Carpet;24502;0;1088;4,300,000;8
Everfrost High-quality Wardrobe;24508;0;17;3,010,000;1
Everlasting Herb;5406;14496;39136734;25,3;31,193
Exotic Herbal Wine;9262;87430;116272819;2,81;123,408
EXP Elixir;714;20179;40916480;31,2;15,552
Experimental Alchemy Tool;24261;42;5466;4,190,000;4
Experimental Alchemy Tool Rack;24262;0;1262;1,400,000;1
Exquisite Cron Meal;9693;17006;10041095;386;9,747
Eye of the Ruins Ring;12060;584;1635579;90,000,000;1,688
Eyelash Cup;5493;0;29856;615;23
Falasi's Bookshelf with Knowledge on Excavation;2535;0;6028;4,660,000;1
Falasi's Bookshelf with Knowledge on Hunting;2536;0;1116;3,550,000;1
Falasi's Bookshelf with Knowledge on Sailing;2534;0;2791;2,050,000;1
Fallen God's Armor;719898;4;3104;30,000,000,000;8
Fancy Feather;6158;1700;937940;5,05;589
Fancy Reptile Skin;6156;102;901349;3,2;50
Fancy Sapphire Vase;24207;5;12634;3,910,000;4
Fancy Topaz Kettle;24209;0;2599;3,170,000;1
Farm Wagon Badge;53704;0;3256;680;1
Farm Wagon Cover;53504;0;10728;585;1
Farm Wagon Flag;53604;0;8070;313;1
Farm Wagon Wheel;53404;0;10586;620;2
Feather Champron of Storm;52504;0;165659;1,570,000;30
Feather Wolf Hide;6021;226;169528982;1;114,542
Ferocious Leather;9747;717;436139;241;97
Fierce Demihuman Hunting Elixir;679;16397;13113203;150;11,818
Fiery Celerity Draught;757031;0;7938;28,000,000;7
Fig;7018;184473;2430390167;2,62;2,528,290
Fig Pie;9216;93180;608576996;8,55;775,157
Fine Black Stone Powder;8184;0;80621;28;96
Fine Fancy Feather;6166;7074;1206527;43,9;3,217
Fine Fancy Reptile Skin;6164;10621;652808;35,6;27
Fine Hard Hide;6161;0;6310415;125;4,607
Fine Horse Trainer's Clothes;14027;0;110570;6,050,000;8
Fine Lightweight Plume;6165;72598;17855703;27,1;118,681
Fine Soft Hide;6159;106839;5913333;10,9;7,98
Fine Thick Fur;6163;493732;1009335;8,75;3,085
Fine Thin Hide;6162;2278;699558;49,5;224
Fine Tough Hide;6160;39097;15373141;12,2;15,321
Fir Plank;4663;20062;170471765;6,45;90,107
Fir Plywood;4664;26288;185929272;29,7;100,932
Fir Sap;5009;0;471425478;8,35;248,319
Fir Timber;4606;14399;1949071914;2,5;1,404,199
Fire Flake Flower;5403;0;267525363;424;203,038
Fire Flake Flower Seed;6903;3237;321041;2,14;108
Fire Horn;6185;977456;19703309;19,5;19,331
Fire Shot;207;0;32194;28,3;52
Fish Fillet Chips;9208;7482;1731710;8,15;787
Fish Fillet Salad;9423;0;4749974;12,7;3,153
Fish Soup;9418;0;507776;1,05;86
Fisher's Elixir;726;30285;28444717;44,5;10,381
Fishing Boat Cargo Container;49204;0;19300;655;1
Fishing Boat Cargo Container of Abundance;49205;0;31553;815;1
Fishing Boat Decoration;49404;0;1816;515;1
Fishing Boat Decoration of Abundance;49405;109;192480;92;14
Fishing Boat Prow;49304;0;48389;326;1
Fishing Boat Prow of Abundance;49306;0;39171;407;1
Five-Grain Chicken Porridge;9494;100175;27417987;497;6,336
Flame Cannonball;56007;0;594334;67;204
Flame of Despair;44462;13;14781;1,870,000,000;25
Flame of Frost;44497;0;1581;1,870,000,000;17
Flame Trap;56015;0;159097;70,5;51
Flamingo Blood;6218;832;1864443;15,2;399
Flamingo Meat;7917;1469;446813;4,8;152
Flamingo Plume;6018;8;708964;2,55;290
Flare;215;0;789023;48,9;231
Flashbang;206;0;31172;84;1
Flax;5802;1479;1594273648;635;751,458
Flax Fabric;5856;3495919;82005499;11;35,078
Flax Seed;6724;0;52621;12,6;16
Flax Thread;5852;440297;181623654;2,43;148,704
Fleece;5804;991;494121599;1,49;232,317
Fleece Drapeless Curtain;25621;106;13048;715;4
Fleece Tab Drapeless Curtain;25624;70;30061;625;8
Florin Autumn Leaves Wall Carpet;24222;0;5647;1,210,000;1
Florin Dawn Wall Carpet;24221;0;3598;1,070,000;1
Florin Sunset Wall Carpet;24223;23;15481;1,960,000;4
Fog Mushroom;5415;0;2841553;3,35;985
Fog Mushroom Hypha;6915;0;28779;21,3;27
Forbidden Book;40220;843;18854320;1,170,000;12,95
Forest Emerald;4462;24;109802;565;91
Forest Emerald Necklace;11718;0;2533;187;0
Forest Fury;4917;380;2151478;7,200,000;3,642
Forest Path Wagon Badge;53709;0;87;191,000,000;1
Forest Path Wagon Cover;53511;0;83;195,000,000;1
Forest Path Wagon Flag;53609;0;61;188,000,000;1
Forest Path Wagon Wheel;53411;0;438;198,000,000;1
Forest Ronaros Ring;12042;3372;1837243;8,450,000;1,479
Fortuna's Luck Armor;11010;145;1562066;31,8;106
Fortuna's Luck Shoes;11012;90;2389833;22,7;103
Fortune Teller Mushroom;5407;0;270751780;700;164,308
Fortune Teller Mushroom Hypha;6907;0;17749;20,1;14
Fox Blood;6203;0;62166756;14,1;31,293
Fox Hide;6003;9607;9401899;610;5,969
Fox Meat;7903;0;110038154;12,3;64,584
Fragment of the Deep Sea;40543;11641;1339187;243;991
Fragrant Borscht;9452;0;80804;27,7;16
Fragrant Delotia Milk Tea;9330;0;245784;40,2;426
Fragrant Jerky;7918;0;2530675;1,09;725
Frank Sandwich;9337;9606;346246;27,4;23
Freekeh;7021;121179;1051785994;745;979,486
Freekeh Flour;7107;42796;12837682;333;13,354
Freekeh Flour Dough;7207;11910;5377755;291;2,055
Freekeh Snake Stew;9215;49326;90522790;39,9;105,179
Frenzy Draught;795;6130;15967740;3,170,000;14,665
Frenzy Draught of Corruption;1051;2936;102206;3,900,000;2,232
Fresh Chicken Breast Salad;9336;6744;3922728;14,5;9,176
Fresh Fish Fillet Salad;9449;862;1425487;18,3;731
Fresh Fruit and Vegetable Salad;9285;45161;2062371;2,49;778
Fresh Hunter's Salad;9460;0;91020;70;42
Fresh Whale Meat Salad;9458;0;78320;2,930,000;17
Fried Bird;9403;5737;6041769;16,5;3,647
Fried Fish;9407;9601;19147610;494;2,223
Fried Vegetables;9256;33;1555414;1,14;1,098
Frosty Cloud Kerispear;14771;13;88091;1,770,000;8
Fruit and Vegetable Salad;9258;40920;9383670;1,38;5,941
Fruit Juice;9257;79576;7395114;585;4,955
Fruit of Abundance;5203;0;24833339;129;12,941
Fruit of Crimson Flame;5201;0;15719844;129;11,772
Fruit of Destruction;5215;1621;5840242;14,9;5,641
Fruit of Enchantment;5209;0;16453159;129;14,041
Fruit of Magic Power;5211;0;12591227;129;9,301
Fruit of Nature;5205;0;41187545;129;19,291
Fruit of Perfection;5213;5575;5023715;29,8;5,3
Fruit of the Sun;5207;0;17548112;129;10,534
Fruit Pie;9264;21036;4842813;5,25;2,251
Fruit Pudding;9259;551;1820694;8,85;617
Fruit Sherbet;9376;0;173359;18,3;266
Fruit Wine;9201;21962;71878579;2,59;40,285
Fugitive Khalk's Earring;11827;0;55822;31,500,000;4
Fugitive Khalk's Horn;9735;0;218207;361;128
Fugitive Khalk's Shiny Claw;9737;0;3985;13,600,000;3
Fugitive Khalk's Skin;9736;72;32562;7,250,000;22
Full-bodied Exotic Herbal Wine;9279;24042;39901522;5,6;36,321
Ganatte Ra'ghon;13804;41;459814;38,2;54
Garlic;7302;0;85421110;4,19;45,216
Garlic Seed;6702;0;408388;3,14;325
Garmoth's Heart;44362;0;10592;8,500,000,000;15
Garmoth's Scale;9768;160481;5930256;915;5,777
Gartner Belt;12212;49;63510;505;4
Gazelle Hide;6023;102450;1279049;965;1,08
Gazelle Meat;7925;5981;1181223;18;1,477
Gem Polisher;4481;698;3738931;191;3,171
Geranoa Belt;705508;2;32095;8,200,000;15
Geranoa Earring;705506;7;45881;8,200,000;24
Geranoa Necklace;705505;7;31045;8,200,000;13
Geranoa Ring;705507;16;53752;8,200,000;22
Ghormeh Sabzi;9486;71;2270461;29,8;538
Ghost Mushroom;5414;0;48991996;775;48,251
Ghost Mushroom Hypha;6914;0;13501;22,4;13
Giant Fish Bone;24836;5669;24365;5,65;5
Giant Fish Bone Wall Ornament;24622;0;1110;42,8;0
Giant's Draught;793;3071;27534563;790;20,49
Giath's Helmet;11013;7;109233;205,000,000;31
Gigantic Seed;6945;0;3104;134;2
Glamorous Patterned Pot;24259;0;2382;3,350,000;1
Glorious Crystal of Gallantry - Ah'krad;15690;0;10134;307,000,000;27
Glorious Crystal of Gallantry - Olucas;15691;39;12495;307,000,000;39
Glorious Golden Hand Elixir;675;5320;3532497;146;2,534
Glossy Bone Piece;5488;241;108002;8,55;90
Glossy Seed;6941;0;6879;75;4
Gloves of Fortuna's Luck;11011;38;2572277;23;107
Glue;6528;0;3488191;196;629
Goat Blood;6228;919;13865960;7,8;48,647
Goat Hide;6030;87274;3545996;950;14,501
Goat Meat;7957;1137;19291795;16,5;43,547
Goblin Chief Helmet;3007;23;54670;36,600,000;11
Godr-Ayed Aad Sphera;736125;1;30;15,900,000,000;1
Godr-Ayed Amulet;736017;2;32;13,400,000,000;1
Godr-Ayed Axe;736018;4;51;13,400,000,000;1
Godr-Ayed Battle Axe;736027;3;78;13,400,000,000;2
Godr-Ayed Blade;736020;2;98;13,400,000,000;2
Godr-Ayed Celestial Bo Staff;736119;2;12;15,900,000,000;1
Godr-Ayed Cestus;736129;8;37;15,900,000,000;1
Godr-Ayed Crescent Blade;736121;2;51;15,900,000,000;1
Godr-Ayed Crescent Pendulum;736024;7;76;13,400,000,000;2
Godr-Ayed Crimson Glaives;736131;5;98;15,900,000,000;2
Godr-Ayed Crossbow;736025;2;5;13,400,000,000;1
Godr-Ayed Dagger;738202;1;25;15,000,000,000;1
Godr-Ayed Florang;736026;2;47;13,400,000,000;1
Godr-Ayed Gardbrace;736128;4;118;15,900,000,000;2
Godr-Ayed Gauntlet;736023;5;155;13,400,000,000;3
Godr-Ayed Godr Sphera;736126;0;25;15,900,000,000;1
Godr-Ayed Greatbow;736130;2;13;15,900,000,000;1
Godr-Ayed Greatsword;736115;4;41;15,900,000,000;1
Godr-Ayed Haladie;738213;0;1;15,000,000,000;1
Godr-Ayed Horn Bow;738206;1;9;15,000,000,000;1
Godr-Ayed Iron Buster;736117;3;23;15,900,000,000;1
Godr-Ayed Kamasylven Sword;736118;2;19;15,900,000,000;1
Godr-Ayed Kerispear;736122;4;25;15,900,000,000;1
Godr-Ayed Kriegsmesser;736022;3;39;13,400,000,000;1
Godr-Ayed Kunai;738207;1;5;15,000,000,000;1
Godr-Ayed Kyve;736030;1;26;13,400,000,000;1
Godr-Ayed Lancia;736120;2;47;15,900,000,000;1
Godr-Ayed Longbow;736016;1;28;13,400,000,000;1
Godr-Ayed Longsword;736015;7;107;13,400,000,000;2
Godr-Ayed Mareca;738215;0;1;15,000,000,000;0
Godr-Ayed Morning Star;736029;1;21;13,400,000,000;1
Godr-Ayed Noble Sword;738210;5;24;15,000,000,000;1
Godr-Ayed Ornamental Knot;738204;3;21;15,000,000,000;1
Godr-Ayed Quoratum;738214;1;1;15,000,000,000;1
Godr-Ayed Ra'ghon;738211;2;0;15,000,000,000;0
Godr-Ayed Sah Chakram;736124;1;11;15,900,000,000;1
Godr-Ayed Scythe;736116;4;31;15,900,000,000;1
Godr-Ayed Serenaca;736031;3;16;13,400,000,000;1
Godr-Ayed Shamshir;736028;2;22;13,400,000,000;1
Godr-Ayed Shard;738216;1;19;15,000,000,000;1
Godr-Ayed Shield;738201;5;45;15,000,000,000;1
Godr-Ayed Shortsword;736019;3;70;13,400,000,000;2
Godr-Ayed Shuriken;738208;1;5;15,000,000,000;1
Godr-Ayed Slayer;736032;6;74;13,400,000,000;2
Godr-Ayed Staff;736021;4;59;13,400,000,000;1
Godr-Ayed Sura Katana;736123;3;32;15,900,000,000;1
Godr-Ayed Talisman;738203;2;6;15,000,000,000;1
Godr-Ayed Trinket;738205;0;1;15,000,000,000;0
Godr-Ayed Vambrace;738209;3;35;15,000,000,000;1
Godr-Ayed Vediant;736127;2;40;15,900,000,000;1
Godr-Ayed Vitclari;738212;1;3;15,000,000,000;1
Gold Ingot;4255;21976;5853516;59;7,431
Gold Key;44164;86;32481;10,900,000;0
Gold Ore;4202;0;40263768;5,25;22,117
Gold Topaz;4459;21;231648;2,030,000;170
Gold Topaz Earrings;11913;0;715;97,5;0
Gold Topaz Necklace;11713;0;1009;187;0
Gold Topaz Ring;12113;0;1062;107;0
Golden Butter-Roasted Lobster;9478;0;153317;93,5;32
Golden Coral;6505;0;383047;326;208
Golden Coral Belt;12318;0;1047;107;1
Golden Fishing Rod;16152;328;511840;715;146
Golden Hand Elixir;674;43792;17062302;48,1;10,297
Golden Hand Vase;24211;0;5680;5,500,000;11
Golden Pearl;6527;172;763918;1,610,000;465
Golden Roast Marmot;9489;24;231464;13,9;176
Golden Smoked Fish Steak;9445;46087;72308316;4,58;68,113
Golden Sun Coral;6525;456;281413;550;360
Golden Sun Coral Belt;12320;0;4240;2,630,000;2
Good Chicken Feed;7029;65;26274;465;30
Good Feed;54017;8467;292404808;27,3;74,699
Gorgath Alchemist's Clothes;705081;1;14352;8,200,000;2
Grade 1 Armor Reform Stone;4907;267;247119;262;42
Grade 1 Weapon Reform Stone;4906;0;331619;344;50
Grade 2 Armor Reform Stone;4909;81;696765;645;7
Grade 2 Weapon Reform Stone;4908;4006;667537;530;22
Grade 3 Armor Reform Stone;4911;23;2354414;453;228
Grade 3 Weapon Reform Stone;4910;388;3458104;489;402
Grain Juice;566;4169;3391528;34;692
Grain Soup;9255;1386;5191470;414;330
Granverre Feather Champron;52506;37;52230;86,000,000;48
Granverre Leather Barding;52606;0;46560;87,000,000;19
Granverre Leather Saddle;52706;8;60747;83,500,000;25
Granverre Leather Stirrups;52806;0;27533;67,000,000;5
Granverre Metal Horseshoe;52906;0;24555;63,500,000;7
Grape;7307;42501;527924224;830;301,959
Grape Seed;6801;0;347343;3,32;130
Grapple Resistance Enhancer;512;0;95414;93,5;29
Greatbow of Fate;13901;3;66310;107;5
Green Coral;6504;68;1803975;117;1,563
Green Coral Belt;12313;0;123;101;0
Green Crystal;4469;578;3704629;8,65;380
Green Herb Pot;24220;3;19412;1,290,000;4
Green Pendulous Mushroom;5520;46909;3906748;1,51;2,605
Griffon Chandelier;3085;0;2847;37,300,000;6
Griffon Claw;9741;0;480001;76,5;355
Griffon Feather;6024;1010;7732962;1,3;12,135
Griffon Leather;6031;220;7340;3,840,000;21
Griffon's Elixir;740;0;3722373;121;1,497
Griffon's Helmet;11101;2;143388;200,000,000;55
Grilled Bird Meat;9492;22584;1059222238;1,24;435,626
Grilled Sausage;9427;0;35924949;31,3;54,243
Grilled Scorpion;9461;0;18612380;38,5;17,718
Grim Reaper's Elixir;712;4996;14091058;132;17,184
Grim Soul Reaper's Elixir;713;6299;2252468;468;2,154
Grotesque Flag Ornament;3021;0;1945;85;0
Ground Bird Meat;7958;86245;150874011;1,37;33,009
Grunil Armor;10934;3;7179540;340;227
Grunil Gloves;10935;7;9542648;261;197
Grunil Helmet;10933;541;17676104;540;4,038
Grunil Shoes;10936;3;5511575;261;185
Guardian Spirit Stone;45299;83;110443;835;82
Guardian Spirit Stone;45300;119391;1540998;875;757
Halberd of the Swamp Ornament;3025;4340;37886;5,4;2
Half-Moon Seed;6947;0;2680;62;1
Ham Sandwich;9267;51940;29898261;45,3;14,585
HAN Magic Crystal - Gervish;15665;80;27204;87,000,000;23
HAN Magic Crystal - Hoom;15667;262;270069;82,500,000;443
HAN Magic Crystal - Macalod;15666;230;54343;91,000,000;85
Hard Black Crystal Shard;4997;3177;68179888;1,370,000;66,554
Hard Hide;6153;0;12836902;37,4;7,28
Hard Pillar;4687;0;1172565;3,630,000;284
Hard Totem of the Sea;54209;0;3;15,100,000;0
Hard Totem of the Sea;54210;0;6;21,200,000;0
Hard-Boiled Shellfish;9479;0;743693;81,5;40
Hardened Empty Bottle;16103;0;18424303;10,3;15,935
Haystack;7023;131;491536;20,6;109
Hazel Tree Fruit;5530;37;41745;1,6;26
Healthy Sute Tea;9296;10204;32731501;59,5;22,081
Hearty Steamed Prawn;9474;0;149270;13,7;175
Hearty Stir-fried Chanterelle and Meat;9344;2844;21027;62;146
Heidelian Handcrafted Bed;2702;0;80882;5,350,000;27
Heidelian Handcrafted Chair;2302;0;54937;64;9
Heidelian Handcrafted Dining Table;2202;0;11663;173;3
Heidelian Handcrafted High-Quality Bedside Table;2012;0;14948;177;1
Heidelian Handcrafted High-Quality Drawers;2002;0;24247;224;3
Heidelian Handcrafted Sofa;2309;9;16060;3,730,000;8
Heidelian Handcrafted Table;2212;0;15722;229;4
Heidelian Handcrafted Wardrobe;2102;85;34664;270;6
Heiress's Kamasylven Sword;14731;75;96394;1,770,000;10
Helix Elixir;782;5468;4307952;110;5,322
Helmet of Fortuna's Luck;11009;11;1377725;141;75
Helrick Talisman;10503;16;526782;89;71
Herbal Gunpowder;5604;5494;8314230;57,5;11,195
Herbal Juice;569;34;24028799;34;2,528
Herbal Poison;5603;0;229652;47;138
Hercules' Might Armor;11002;142;1808393;62;149
Hercules' Might Gloves;11003;17;1164719;40,5;129
Hercules' Might Helmet;11001;4;1598808;70;133
Hercules' Might Shoes;11004;149;1588961;40,5;153
Hesus Belt;12203;939;227942;46,5;20
Hesus Earring;11803;212;433633;37,7;58
Hesus Necklace;11603;3815;555790;53,5;63
Hesus Ring;12003;0;597845;131;211
Heve's Strength Armor;11006;77;1054075;52;86
Heve's Strength Gloves;11007;34;2215791;44,4;80
Heve's Strength Helmet;11005;43;4395737;1,100,000;142
Heve's Strength Shoes;11008;81;4745787;226;111
Highly Concentrated Grain Juice;568;88;2522610;1,18;662
Highly Concentrated Herbal Juice;571;0;7922502;1,96;661
High-Quality Acacia Leaf;54021;0;1312044;4,84;852
High-Quality Acacia Seed;6999;116;20279;17,1;11
High-Quality Amanita Mushroom;5462;0;1551195;13,2;866
High-Quality Amanita Mushroom Hypha;6970;0;43058;101;14
High-Quality Ancient Mushroom;5461;0;1454726;17,6;329
High-Quality Ancient Mushroom Hypha;6969;0;22405;112;2
High-Quality Arrow Mushroom;5451;0;1243302;3,87;493
High-Quality Arrow Mushroom Hypha;6959;47;28808;112;8
High-Quality Barley;7007;2790;2546535;7,95;387
High-Quality Barley Seed;6817;136;64475;16,1;25
High-Quality Bluffer Mushroom;5460;0;1971321;16,3;259
High-Quality Bluffer Mushroom Hypha;6968;0;41066;104;18
High-Quality Bouquet Mushroom;5499;9;96556;5,15;69
High-Quality Bouquet Mushroom Hypha;6934;752;2635;20,8;1
High-Quality Carrot;54004;0;21692779;4,84;17,112
High-Quality Carrot Juice;9210;15496;1503023;433;349
High-Quality Carrot Seed;6716;0;442654;23,2;892
High-quality Chanterelle;5552;0;72390;18,9;526
High-quality Chanterelle Hypha;8935;0;5928;101;31
